SYMBOL,DATE,TIME,PRICE,SIZE,G127,CORR,COND,EX
MSFT,20050310,8:00:00,25.41,656,0,0,T,P
MSFT,20050310,8:01:01,25.36,125,0,0,T,C
MSFT,20050310,8:01:01,25.36,219,0,0,T,C
MSFT,20050310,8:01:01,25.36,1000,0,0,T,C
MSFT,20050310,8:01:15,25.36,1000,0,0,T,C
MSFT,20050310,8:02:20,25.32,500,0,0,T,P
MSFT,20050310,8:02:20,25.33,500,0,0,T,C
MSFT,20050310,8:03:07,25.33,150,0,0,T,T
MSFT,20050310,8:06:05,25.36,100,0,0,T,C
MSFT,20050310,8:06:08,25.37,156,0,0,T,P
MSFT,20050310,8:06:37,25.36,200,0,0,T,C
MSFT,20050310,8:06:54,25.36,200,0,0,T,C
MSFT,20050310,8:09:26,25.36,1000,0,0,T,C
MSFT,20050310,8:10:12,25.36,1800,0,0,T,C
MSFT,20050310,8:11:01,25.37,144,0,0,T,P
MSFT,20050310,8:14:34,25.37,200,0,0,T,P
MSFT,20050310,8:23:11,25.38,100,0,0,T,P
MSFT,20050310,8:23:12,25.4,500,0,0,T,P
MSFT,20050310,8:23:13,25.4,500,0,0,T,T
MSFT,20050310,8:23:14,25.4,500,0,0,T,C
MSFT,20050310,8:23:47,25.4,100,0,0,T,C
MSFT,20050310,8:24:07,25.41,900,0,0,T,P
MSFT,20050310,8:24:16,25.41,900,0,0,T,P
MSFT,20050310,8:26:29,25.4,1000,0,0,T,C
MSFT,20050310,8:26:30,25.4,4000,0,0,T,C
MSFT,20050310,8:26:56,25.4,300,0,0,T,C
MSFT,20050310,8:27:32,25.4,500,0,0,T,C
MSFT,20050310,8:27:48,25.4,200,0,0,T,C
MSFT,20050310,8:27:48,25.4,100,0,0,T,C
MSFT,20050310,8:28:51,25.4,100,0,0,T,C
MSFT,20050310,8:32:24,25.4,600,0,0,T,C
MSFT,20050310,8:34:18,25.4,200,0,0,T,C
MSFT,20050310,8:34:18,25.4,100,0,0,T,C
MSFT,20050310,8:34:18,25.4,1664,0,0,T,C
MSFT,20050310,8:35:11,25.4,1000,0,0,T,C
MSFT,20050310,8:35:11,25.4,1000,0,0,T,C
MSFT,20050310,8:36:37,25.4,1000,0,0,T,C
MSFT,20050310,8:36:37,25.4,1500,0,0,T,C
MSFT,20050310,8:36:49,25.39,400,0,0,T,P
MSFT,20050310,8:37:21,25.4,400,0,0,T,P
MSFT,20050310,8:39:25,25.4,900,0,0,T,C
MSFT,20050310,8:39:36,25.4,100,0,0,T,C
MSFT,20050310,8:39:36,25.4,2400,0,0,T,C
MSFT,20050310,8:41:09,25.4,1000,0,0,T,C
MSFT,20050310,8:41:09,25.4,736,0,0,T,C
MSFT,20050310,8:43:32,25.4,1000,0,0,T,C
MSFT,20050310,8:43:32,25.4,2000,0,0,T,C
MSFT,20050310,8:43:37,25.4,1000,0,0,T,C
MSFT,20050310,8:43:37,25.4,500,0,0,T,C
MSFT,20050310,8:44:51,25.4,1000,0,0,T,C
MSFT,20050310,8:44:51,25.4,2000,0,0,T,C
MSFT,20050310,8:46:17,25.41,1539,0,0,T,C
MSFT,20050310,8:46:17,25.42,461,0,0,T,C
MSFT,20050310,8:50:33,25.4,1000,0,0,T,C
MSFT,20050310,8:51:49,25.4,500,0,0,T,C
MSFT,20050310,8:52:32,25.4,500,0,0,T,C
MSFT,20050310,8:52:32,25.4,20000,0,0,T,C
MSFT,20050310,8:59:16,25.39,500,0,0,T,C
MSFT,20050310,9:06:16,25.38,900,0,0,T,P
MSFT,20050310,9:06:31,25.39,200,0,0,T,T
MSFT,20050310,9:06:37,25.39,1300,0,0,T,T
MSFT,20050310,9:07:07,25.39,100,0,0,T,C
MSFT,20050310,9:07:07,25.39,4900,0,0,T,C
MSFT,20050310,9:09:02,25.4,100,0,0,T,P
MSFT,20050310,9:09:02,25.4,1900,0,0,T,P
MSFT,20050310,9:09:55,25.4,600,0,0,T,P
MSFT,20050310,9:09:55,25.4,3200,0,0,T,P
MSFT,20050310,9:09:55,25.4,1000,0,0,T,C
MSFT,20050310,9:09:55,25.4,1000,0,0,T,C
MSFT,20050310,9:09:55,25.4,1000,0,0,T,P
MSFT,20050310,9:09:55,25.4,1500,0,0,T,P
MSFT,20050310,9:09:55,25.41,1000,0,0,T,C
MSFT,20050310,9:09:55,25.42,2036,0,0,T,C
MSFT,20050310,9:09:56,25.4,2964,0,0,T,T
MSFT,20050310,9:09:56,25.55,1500,0,0,T,T
MSFT,20050310,9:09:56,25.69,1000,0,0,T,T
MSFT,20050310,9:09:56,25.73,3186,0,0,T,T
MSFT,20050310,9:09:56,25.42,114,0,0,T,T
MSFT,20050310,9:11:13,25.41,1200,0,0,T,C
MSFT,20050310,9:11:13,25.4,100,0,0,T,C
MSFT,20050310,9:11:13,25.4,600,0,0,T,C
MSFT,20050310,9:14:55,25.41,1050,0,0,T,P
MSFT,20050310,9:14:55,25.41,400,0,0,T,P
MSFT,20050310,9:14:55,25.41,550,0,0,T,P
MSFT,20050310,9:16:38,25.41,350,0,0,T,P
MSFT,20050310,9:16:38,25.41,836,0,0,T,P
MSFT,20050310,9:23:56,25.4,100,0,0,T,C
MSFT,20050310,9:23:56,25.4,850,0,0,T,C
MSFT,20050310,9:23:56,25.4,1200,0,0,T,C
MSFT,20050310,9:25:00,25.36,100,0,0,T,T
MSFT,20050310,9:25:00,25.4,100,0,0,T,T
MSFT,20050310,9:25:00,25.4,100,0,0,T,T
MSFT,20050310,9:25:00,25.35,100,0,0,T,T
MSFT,20050310,9:25:00,25.4,100,0,0,T,T
MSFT,20050310,9:25:01,25.4,100,0,0,T,C
MSFT,20050310,9:25:02,25.4,900,0,0,T,C
MSFT,20050310,9:25:51,25.41,200,0,0,T,C
MSFT,20050310,9:25:51,25.41,600,0,0,T,C
MSFT,20050310,9:25:51,25.41,1700,0,0,T,P
MSFT,20050310,9:25:51,25.41,100,0,0,T,T
MSFT,20050310,9:25:51,25.41,100,0,0,T,T
MSFT,20050310,9:25:52,25.41,1000,0,0,T,T
MSFT,20050310,9:25:52,25.41,1300,0,0,T,T
MSFT,20050310,9:25:56,25.41,600,0,0,T,P
MSFT,20050310,9:25:56,25.41,400,0,0,T,T
MSFT,20050310,9:26:30,25.4,100,0,0,T,C
MSFT,20050310,9:26:30,25.4,600,0,0,T,C
MSFT,20050310,9:26:30,25.4,600,0,0,T,C
MSFT,20050310,9:26:30,25.4,2400,0,0,T,C
MSFT,20050310,9:26:30,25.4,100,0,0,T,C
MSFT,20050310,9:26:30,25.4,1500,0,0,T,C
MSFT,20050310,9:26:30,25.4,100,0,0,T,C
MSFT,20050310,9:26:30,25.4,1000,0,0,T,C
MSFT,20050310,9:26:30,25.4,100,0,0,T,C
MSFT,20050310,9:26:30,25.4,3100,0,0,T,C
MSFT,20050310,9:26:31,25.4,400,0,0,T,T
MSFT,20050310,9:26:42,25.4,100,0,0,T,C
MSFT,20050310,9:26:42,25.4,1800,0,0,T,C
MSFT,20050310,9:26:52,25.4,100,0,0,T,C
MSFT,20050310,9:26:52,25.4,100,0,0,T,C
MSFT,20050310,9:26:52,25.4,1700,0,0,T,C
MSFT,20050310,9:27:02,25.4,100,0,0,T,C
MSFT,20050310,9:27:02,25.4,1100,0,0,T,C
MSFT,20050310,9:27:29,25.41,11500,0,0,T,P
MSFT,20050310,9:27:29,25.41,5700,0,0,T,P
MSFT,20050310,9:27:29,25.41,300,0,0,T,T
MSFT,20050310,9:27:29,25.41,2500,0,0,T,P
MSFT,20050310,9:27:55,25.41,164,0,0,T,P
MSFT,20050310,9:28:08,25.42,400,0,0,T,P
MSFT,20050310,9:28:09,25.42,600,0,0,T,P
MSFT,20050310,9:28:09,25.42,2000,0,0,T,P
MSFT,20050310,9:28:14,25.41,1000,0,0,T,T
MSFT,20050310,9:28:14,25.42,403,0,0,T,C
MSFT,20050310,9:28:14,25.42,2000,0,0,T,C
MSFT,20050310,9:28:14,25.42,600,0,0,T,C
MSFT,20050310,9:28:14,25.42,600,0,0,T,C
MSFT,20050310,9:28:14,25.42,1000,0,0,T,C
MSFT,20050310,9:28:14,25.42,1400,0,0,T,C
MSFT,20050310,9:28:18,25.43,400,0,0,T,P
MSFT,20050310,9:28:23,25.43,1000,0,0,T,C
MSFT,20050310,9:28:25,25.43,100,0,0,T,T
MSFT,20050310,9:28:25,25.43,100,0,0,T,T
MSFT,20050310,9:28:25,25.43,800,0,0,T,C
MSFT,20050310,9:28:25,25.43,100,0,0,T,T
MSFT,20050310,9:28:28,25.44,900,0,0,T,P
MSFT,20050310,9:28:28,25.44,400,0,0,T,P
MSFT,20050310,9:28:28,25.44,300,0,0,T,P
MSFT,20050310,9:28:29,25.44,3000,0,0,T,C
MSFT,20050310,9:28:29,25.44,100,0,0,T,T
MSFT,20050310,9:28:30,25.45,400,0,0,T,P
MSFT,20050310,9:28:30,25.45,300,0,0,T,P
MSFT,20050310,9:28:33,25.45,100,0,0,T,T
MSFT,20050310,9:28:33,25.45,100,0,0,T,T
MSFT,20050310,9:28:33,25.45,100,0,0,T,T
MSFT,20050310,9:28:33,25.45,100,0,0,T,T
MSFT,20050310,9:28:33,25.45,100,0,0,T,T
MSFT,20050310,9:28:33,25.45,500,0,0,T,T
MSFT,20050310,9:28:33,25.45,500,0,0,T,T
MSFT,20050310,9:28:33,25.45,500,0,0,T,T
MSFT,20050310,9:28:33,25.45,500,0,0,T,T
MSFT,20050310,9:28:33,25.45,100,0,0,T,T
MSFT,20050310,9:28:33,25.45,300,0,0,T,T
MSFT,20050310,9:28:33,25.45,100,0,0,T,T
MSFT,20050310,9:28:33,25.45,400,0,0,T,T
MSFT,20050310,9:28:33,25.45,600,0,0,T,T
MSFT,20050310,9:28:34,25.45,400,0,0,T,T
MSFT,20050310,9:28:37,25.45,600,0,0,T,C
MSFT,20050310,9:28:37,25.45,400,0,0,T,C
MSFT,20050310,9:28:37,25.45,200,0,0,T,C
MSFT,20050310,9:28:37,25.45,100,0,0,T,C
MSFT,20050310,9:28:37,25.45,200,0,0,T,C
MSFT,20050310,9:28:40,25.44,100,0,0,T,P
MSFT,20050310,9:28:40,25.44,100,0,0,T,T
MSFT,20050310,9:28:41,25.44,100,0,0,T,C
MSFT,20050310,9:28:43,25.45,500,0,0,T,C
MSFT,20050310,9:28:46,25.44,100,0,0,T,P
MSFT,20050310,9:29:18,25.44,100,0,0,T,P
MSFT,20050310,9:29:18,25.44,100,0,0,T,P
MSFT,20050310,9:29:18,25.44,2400,0,0,T,P
MSFT,20050310,9:29:18,25.44,100,0,0,T,C
MSFT,20050310,9:29:18,25.44,800,0,0,T,C
MSFT,20050310,9:29:20,25.44,100,0,0,T,P
MSFT,20050310,9:29:20,25.44,1500,0,0,T,P
MSFT,20050310,9:29:24,25.44,100,0,0,T,P
MSFT,20050310,9:29:24,25.44,900,0,0,T,P
MSFT,20050310,9:29:26,25.44,1000,0,0,T,T
MSFT,20050310,9:29:26,25.44,100,0,0,T,T
MSFT,20050310,9:29:26,25.44,100,0,0,T,P
MSFT,20050310,9:29:27,25.44,100,0,0,T,P
MSFT,20050310,9:29:27,25.44,1551,0,0,T,P
MSFT,20050310,9:29:30,25.44,600,0,0,T,C
MSFT,20050310,9:29:30,25.44,400,0,0,T,C
MSFT,20050310,9:29:52,25.43,2052,0,0,T,T
MSFT,20050310,9:29:54,25.43,2052,0,0,T,T
MSFT,20050310,9:29:56,25.43,400,0,0,T,C
MSFT,20050310,9:29:56,25.43,600,0,0,T,C
MSFT,20050310,9:29:56,25.43,100,0,0,T,C
MSFT,20050310,9:29:56,25.43,100,0,0,T,C
MSFT,20050310,9:29:56,25.43,100,0,0,T,C
MSFT,20050310,9:29:56,25.43,300,0,0,T,C
MSFT,20050310,9:29:56,25.43,500,0,0,T,C
MSFT,20050310,9:29:56,25.43,300,0,0,T,C
MSFT,20050310,9:29:56,25.43,300,0,0,T,C
MSFT,20050310,9:29:56,25.43,400,0,0,T,C
MSFT,20050310,9:29:56,25.43,1900,0,0,T,C
MSFT,20050310,9:29:57,25.43,205,0,0,T,T
MSFT,20050310,9:29:58,25.43,205,0,0,T,T
MSFT,20050310,9:29:58,25.43,205,0,0,T,T
MSFT,20050310,9:29:59,25.43,205,0,0,T,T
MSFT,20050310,9:29:59,25.43,205,0,0,T,T
MSFT,20050310,9:30:00,25.43,500,0,0,,P
MSFT,20050310,9:30:00,25.42,150,0,0,O,P
MSFT,20050310,9:30:00,25.42,134,0,0,O,P
MSFT,20050310,9:30:00,25.43,2000,0,0,,C
MSFT,20050310,9:30:00,25.43,400,0,0,,C
MSFT,20050310,9:30:00,25.43,200,0,0,,C
MSFT,20050310,9:30:00,25.42,100,0,0,,C
MSFT,20050310,9:30:00,25.42,484,0,0,,P
MSFT,20050310,9:30:00,25.42,700,0,0,,P
MSFT,20050310,9:30:00,25.43,250,0,0,,P
MSFT,20050310,9:30:00,25.42,100,0,0,,T
MSFT,20050310,9:30:00,25.43,500,0,0,,T
MSFT,20050310,9:30:00,25.42,558,0,0,,T
MSFT,20050310,9:30:00,25.42,100,0,0,,C
MSFT,20050310,9:30:00,25.42,200,0,0,,C
MSFT,20050310,9:30:00,25.43,500,0,0,,T
MSFT,20050310,9:30:00,25.43,200,0,0,,T
MSFT,20050310,9:30:00,25.42,350,0,0,,T
MSFT,20050310,9:30:01,25.42,300,0,0,,C
MSFT,20050310,9:30:01,25.42,100,0,0,,T
MSFT,20050310,9:30:01,25.43,100,0,0,,T
MSFT,20050310,9:30:01,25.42,200,0,0,,C
MSFT,20050310,9:30:01,25.42,2000,0,0,,C
MSFT,20050310,9:30:01,25.42,1300,0,0,,C
MSFT,20050310,9:30:01,25.42,700,0,0,,C
MSFT,20050310,9:30:01,25.42,700,0,0,,C
MSFT,20050310,9:30:01,25.42,400,0,0,,C
MSFT,20050310,9:30:01,25.42,100,0,0,,P
MSFT,20050310,9:30:01,25.42,1000,0,0,,C
MSFT,20050310,9:30:01,25.42,1000,0,0,,C
MSFT,20050310,9:30:01,25.42,200,0,0,,C
MSFT,20050310,9:30:01,25.42,500,0,0,,C
MSFT,20050310,9:30:01,25.42,100,0,0,,T
MSFT,20050310,9:30:01,25.42,500,0,0,,T
MSFT,20050310,9:30:01,25.425,200,0,0,,M
MSFT,20050310,9:30:01,25.425,100,0,0,,M
MSFT,20050310,9:30:01,25.425,100,0,0,,M
MSFT,20050310,9:30:01,25.425,199,0,0,,M
MSFT,20050310,9:30:01,25.425,200,0,0,,M
MSFT,20050310,9:30:01,25.425,210,0,0,,M
MSFT,20050310,9:30:01,25.425,100,0,0,,M
MSFT,20050310,9:30:01,25.425,1369,0,0,,M
MSFT,20050310,9:30:01,25.43,7300,0,0,,M
MSFT,20050310,9:30:01,25.42,450,0,0,,T
MSFT,20050310,9:30:01,25.42,477,0,0,,T
MSFT,20050310,9:30:01,25.42,300,0,0,,T
MSFT,20050310,9:30:01,25.42,210,0,0,,T
MSFT,20050310,9:30:01,25.42,185,0,0,,T
MSFT,20050310,9:30:01,25.42,1000,0,0,,T
MSFT,20050310,9:30:01,25.42,1500,0,0,,T
MSFT,20050310,9:30:01,25.45,404920,0,0,,T
MSFT,20050310,9:30:01,25.42,140,0,0,,T
MSFT,20050310,9:30:02,25.43,100,0,0,,T
MSFT,20050310,9:30:02,25.43,100,0,0,,T
MSFT,20050310,9:30:02,25.41,331,0,0,,C
MSFT,20050310,9:30:02,25.43,400,0,0,,T
MSFT,20050310,9:30:02,25.42,100,0,0,,T
MSFT,20050310,9:30:02,25.42,450,0,0,,T
MSFT,20050310,9:30:02,25.42,1000,0,0,,T
MSFT,20050310,9:30:02,25.42,200,0,0,,T
MSFT,20050310,9:30:02,25.42,100,0,0,,T
MSFT,20050310,9:30:02,25.42,500,0,0,,T
MSFT,20050310,9:30:02,25.42,600,0,0,,T
MSFT,20050310,9:30:02,25.42,477,0,0,,T
MSFT,20050310,9:30:02,25.42,523,0,0,,T
MSFT,20050310,9:30:02,25.42,400,0,0,,T
MSFT,20050310,9:30:02,25.43,1000,0,0,,T
MSFT,20050310,9:30:02,25.42,111,0,0,,T
MSFT,20050310,9:30:02,25.42,135,0,0,,T
MSFT,20050310,9:30:02,25.43,500,0,0,,T
MSFT,20050310,9:30:03,25.42,112,0,0,,T
MSFT,20050310,9:30:03,25.42,1225,0,0,,T
MSFT,20050310,9:30:03,25.42,490,0,0,,T
MSFT,20050310,9:30:03,25.42,459,0,0,,T
MSFT,20050310,9:30:03,25.42,4000,0,0,,T
MSFT,20050310,9:30:03,25.42,6775,0,0,,T
MSFT,20050310,9:30:03,25.43,1000,0,0,,T
MSFT,20050310,9:30:03,25.42,100,0,0,,T
MSFT,20050310,9:30:03,25.43,113,0,0,,T
MSFT,20050310,9:30:03,25.43,500,0,0,,T
MSFT,20050310,9:30:03,25.42,200,0,0,,T
MSFT,20050310,9:30:03,25.42,100,0,0,,T
MSFT,20050310,9:30:04,25.425,134,0,0,,T
MSFT,20050310,9:30:04,25.42,204,0,0,,T
MSFT,20050310,9:30:04,25.42,130,0,0,,C
MSFT,20050310,9:30:04,25.425,116,0,0,,T
MSFT,20050310,9:30:04,25.42,1600,0,0,,P
MSFT,20050310,9:30:04,25.42,120,0,0,,C
MSFT,20050310,9:30:04,25.42,600,0,0,,C
MSFT,20050310,9:30:04,25.42,600,0,0,,C
MSFT,20050310,9:30:04,25.42,2000,0,0,,C
MSFT,20050310,9:30:04,25.42,2000,0,0,,C
MSFT,20050310,9:30:04,25.42,400,0,0,,C
MSFT,20050310,9:30:04,25.42,1000,0,0,,C
MSFT,20050310,9:30:04,25.42,1000,0,0,,C
MSFT,20050310,9:30:04,25.42,300,0,0,,C
MSFT,20050310,9:30:04,25.42,500,0,0,,C
MSFT,20050310,9:30:04,25.42,700,0,0,,C
MSFT,20050310,9:30:04,25.42,300,0,0,,C
MSFT,20050310,9:30:04,25.42,300,0,0,,C
MSFT,20050310,9:30:04,25.42,180,0,0,,C
MSFT,20050310,9:30:04,25.425,200,0,0,,T
MSFT,20050310,9:30:05,25.425,500,0,0,,T
MSFT,20050310,9:30:05,25.45,387,0,0,,T
MSFT,20050310,9:30:05,25.425,284,0,0,,T
MSFT,20050310,9:30:05,25.42,100,0,0,,C
MSFT,20050310,9:30:05,25.42,200,0,0,,C
MSFT,20050310,9:30:05,25.42,1000,0,0,,C
MSFT,20050310,9:30:05,25.42,700,0,0,,C
MSFT,20050310,9:30:05,25.42,300,0,0,,C
MSFT,20050310,9:30:05,25.42,300,0,0,,C
MSFT,20050310,9:30:05,25.42,300,0,0,,C
MSFT,20050310,9:30:06,25.42,825,0,0,,P
MSFT,20050310,9:30:06,25.42,4775,0,0,,P
MSFT,20050310,9:30:06,25.42,700,0,0,,P
MSFT,20050310,9:30:06,25.42,300,0,0,,P
MSFT,20050310,9:30:06,25.42,500,0,0,,P
MSFT,20050310,9:30:06,25.42,100,0,0,,C
MSFT,20050310,9:30:06,25.42,500,0,0,,C
MSFT,20050310,9:30:06,25.42,180,0,0,,C
MSFT,20050310,9:30:06,25.42,120,0,0,,C
MSFT,20050310,9:30:06,25.42,700,0,0,,C
MSFT,20050310,9:30:06,25.42,500,0,0,,C
MSFT,20050310,9:30:06,25.42,300,0,0,,C
MSFT,20050310,9:30:06,25.42,250,0,0,,C
MSFT,20050310,9:30:06,25.42,600,0,0,,C
MSFT,20050310,9:30:06,25.42,150,0,0,,C
MSFT,20050310,9:30:06,25.42,100,0,0,,C
MSFT,20050310,9:30:06,25.42,350,0,0,,C
MSFT,20050310,9:30:06,25.42,700,0,0,,C
MSFT,20050310,9:30:06,25.42,200,0,0,,C
MSFT,20050310,9:30:06,25.42,275,0,0,,T
MSFT,20050310,9:30:06,25.42,134,0,0,,T
MSFT,20050310,9:30:06,25.42,100,0,0,,T
MSFT,20050310,9:30:06,25.42,700,0,0,,T
MSFT,20050310,9:30:06,25.42,300,0,0,,T
MSFT,20050310,9:30:06,25.42,100,0,0,,T
MSFT,20050310,9:30:06,25.42,200,0,0,,T
MSFT,20050310,9:30:06,25.42,500,0,0,,T
MSFT,20050310,9:30:06,25.42,100,0,0,,T
MSFT,20050310,9:30:06,25.42,450,0,0,,T
MSFT,20050310,9:30:06,25.42,223,0,0,,T
MSFT,20050310,9:30:06,25.42,100,0,0,,T
MSFT,20050310,9:30:06,25.43,125,0,0,,T
MSFT,20050310,9:30:06,25.42,100,0,0,,T
MSFT,20050310,9:30:06,25.42,2786,0,0,,T
MSFT,20050310,9:30:06,25.42,200,0,0,,T
MSFT,20050310,9:30:06,25.42,1900,0,0,,T
MSFT,20050310,9:30:06,25.42,100,0,0,,T
MSFT,20050310,9:30:06,25.42,300,0,0,,T
MSFT,20050310,9:30:06,25.42,200,0,0,,T
MSFT,20050310,9:30:06,25.42,100,0,0,,T
MSFT,20050310,9:30:06,25.42,1900,0,0,,T
MSFT,20050310,9:30:06,25.42,200,0,0,,T
MSFT,20050310,9:30:06,25.4202,425,0,0,,T
MSFT,20050310,9:30:07,25.42,2000,0,0,,T
MSFT,20050310,9:30:07,25.42,2191,0,0,,T
MSFT,20050310,9:30:07,25.42,200,0,0,,T
MSFT,20050310,9:30:07,25.42,300,0,0,,T
MSFT,20050310,9:30:07,25.42,309,0,0,,T
MSFT,20050310,9:30:07,25.42,441,0,0,,T
MSFT,20050310,9:30:07,25.42,650,0,0,,T
MSFT,20050310,9:30:07,25.42,1000,0,0,,T
MSFT,20050310,9:30:07,25.42,600,0,0,,C
MSFT,20050310,9:30:07,25.4298,425,0,0,,T
MSFT,20050310,9:30:07,25.45,100,0,0,,T
MSFT,20050310,9:30:07,25.42,300,0,0,,P
MSFT,20050310,9:30:07,25.41,1028,0,0,,T
MSFT,20050310,9:30:07,25.45,500,0,0,,T
MSFT,20050310,9:30:07,25.45,1500,0,0,,T
MSFT,20050310,9:30:07,25.45,120,0,0,,T
MSFT,20050310,9:30:07,25.45,200,0,0,,T
MSFT,20050310,9:30:07,25.45,100,0,0,,T
MSFT,20050310,9:30:07,25.45,100,0,0,,T
MSFT,20050310,9:30:07,25.45,100,0,0,,T
MSFT,20050310,9:30:07,25.45,250,0,0,,T
MSFT,20050310,9:30:07,25.45,520,0,0,,T
MSFT,20050310,9:30:07,25.42,200,0,0,,T
MSFT,20050310,9:30:07,25.42,1000,0,0,,T
MSFT,20050310,9:30:07,25.42,500,0,0,,T
MSFT,20050310,9:30:07,25.42,2000,0,0,,T
MSFT,20050310,9:30:07,25.42,100,0,0,,T
MSFT,20050310,9:30:07,25.45,400,0,0,,T
MSFT,20050310,9:30:07,25.45,100,0,0,,T
MSFT,20050310,9:30:07,25.45,2000,0,0,,T
MSFT,20050310,9:30:07,25.45,1225,0,0,,T
MSFT,20050310,9:30:07,25.43,400,0,0,,T
MSFT,20050310,9:30:07,25.45,280,0,0,,T
MSFT,20050310,9:30:07,25.42,600,0,0,,C
MSFT,20050310,9:30:07,25.42,600,0,0,,C
MSFT,20050310,9:30:07,25.42,1000,0,0,,C
MSFT,20050310,9:30:07,25.42,900,0,0,,C
MSFT,20050310,9:30:07,25.42,200,0,0,,C
MSFT,20050310,9:30:07,25.42,500,0,0,,C
MSFT,20050310,9:30:07,25.42,600,0,0,,C
MSFT,20050310,9:30:07,25.42,1000,0,0,,C
MSFT,20050310,9:30:07,25.42,250,0,0,,C
MSFT,20050310,9:30:07,25.42,250,0,0,,C
MSFT,20050310,9:30:07,25.42,191,0,0,,C
MSFT,20050310,9:30:07,25.45,2730,0,0,,T
MSFT,20050310,9:30:07,25.45,100,0,0,,T
MSFT,20050310,9:30:07,25.42,250,0,0,,C
MSFT,20050310,9:30:07,25.42,191,0,0,,C
MSFT,20050310,9:30:07,25.42,141,0,0,,C
MSFT,20050310,9:30:07,25.42,700,0,0,,C
MSFT,20050310,9:30:07,25.42,250,0,0,,C
MSFT,20050310,9:30:07,25.42,500,0,0,,C
MSFT,20050310,9:30:08,25.45,540,0,0,,T
MSFT,20050310,9:30:08,25.4202,475,0,0,,T
MSFT,20050310,9:30:08,25.45,200,0,0,,T
MSFT,20050310,9:30:08,25.45,650,0,0,,T
MSFT,20050310,9:30:08,25.4298,475,0,0,,T
MSFT,20050310,9:30:08,25.43,200,0,0,,T
MSFT,20050310,9:30:08,25.42,250,0,0,,C
MSFT,20050310,9:30:08,25.42,700,0,0,,C
MSFT,20050310,9:30:08,25.45,100,0,0,,T
MSFT,20050310,9:30:08,25.42,1000,0,0,,C
MSFT,20050310,9:30:08,25.42,1000,0,0,,C
MSFT,20050310,9:30:08,25.42,373,0,0,,C
MSFT,20050310,9:30:08,25.42,227,0,0,,C
MSFT,20050310,9:30:08,25.45,800,0,0,,T
MSFT,20050310,9:30:08,25.42,200,0,0,,P
MSFT,20050310,9:30:08,25.42,100,0,0,,P
MSFT,20050310,9:30:08,25.42,300,0,0,,P
MSFT,20050310,9:30:08,25.42,300,0,0,,P
MSFT,20050310,9:30:08,25.42,1000,0,0,,P
MSFT,20050310,9:30:08,25.42,100,0,0,,P
MSFT,20050310,9:30:08,25.42,500,0,0,,P
MSFT,20050310,9:30:08,25.42,527,0,0,,C
MSFT,20050310,9:30:08,25.42,600,0,0,,C
MSFT,20050310,9:30:08,25.42,1873,0,0,,C
MSFT,20050310,9:30:08,25.42,600,0,0,,C
MSFT,20050310,9:30:08,25.42,600,0,0,,C
MSFT,20050310,9:30:08,25.42,1000,0,0,,C
MSFT,20050310,9:30:08,25.42,600,0,0,,C
MSFT,20050310,9:30:08,25.42,400,0,0,,C
MSFT,20050310,9:30:08,25.42,1000,0,0,,C
MSFT,20050310,9:30:08,25.42,700,0,0,,C
MSFT,20050310,9:30:08,25.42,1800,0,0,,C
MSFT,20050310,9:30:08,25.42,227,0,0,,C
MSFT,20050310,9:30:08,25.42,332,0,0,,C
MSFT,20050310,9:30:08,25.42,200,0,0,,C
MSFT,20050310,9:30:08,25.42,600,0,0,,C
MSFT,20050310,9:30:08,25.42,600,0,0,,C
MSFT,20050310,9:30:08,25.45,614,0,0,,T
MSFT,20050310,9:30:09,25.45,200,0,0,,T
MSFT,20050310,9:30:09,25.45,1500,0,0,,T
MSFT,20050310,9:30:09,25.45,100,0,0,,T
MSFT,20050310,9:30:09,25.45,144,0,0,,T
MSFT,20050310,9:30:09,25.45,200,0,0,,T
MSFT,20050310,9:30:09,25.45,1160,0,0,,T
MSFT,20050310,9:30:09,25.45,120,0,0,,T
MSFT,20050310,9:30:09,25.45,400,0,0,,T
MSFT,20050310,9:30:09,25.45,800,0,0,,T
MSFT,20050310,9:30:09,25.45,1600,0,0,,T
MSFT,20050310,9:30:09,25.42,200,0,0,,C
MSFT,20050310,9:30:09,25.42,600,0,0,,C
MSFT,20050310,9:30:09,25.42,500,0,0,,C
MSFT,20050310,9:30:09,25.42,600,0,0,,C
MSFT,20050310,9:30:09,25.42,600,0,0,,C
MSFT,20050310,9:30:09,25.42,200,0,0,,C
MSFT,20050310,9:30:09,25.42,700,0,0,,C
MSFT,20050310,9:30:09,25.42,1000,0,0,,C
MSFT,20050310,9:30:09,25.42,1000,0,0,,C
MSFT,20050310,9:30:09,25.42,200,0,0,,T
MSFT,20050310,9:30:09,25.45,265,0,0,,T
MSFT,20050310,9:30:09,25.42,300,0,0,,P
MSFT,20050310,9:30:09,25.42,200,0,0,,P
MSFT,20050310,9:30:09,25.42,100,0,0,,P
MSFT,20050310,9:30:09,25.42,300,0,0,,P
MSFT,20050310,9:30:09,25.45,100,0,0,,T
MSFT,20050310,9:30:09,25.42,700,0,0,,P
MSFT,20050310,9:30:09,25.42,200,0,0,,C
MSFT,20050310,9:30:09,25.45,385,0,0,,T
MSFT,20050310,9:30:09,25.45,197,0,0,,T
MSFT,20050310,9:30:09,25.45,1000,0,0,,T
